,Word,Tag
252931,Russian,gpe
252935,Teimuraz,per
252936,Gabashvili,per
252941,Svetlana,per
252942,Kuznetsova,per
252944,Russia,org
252947,Group-A,geo
252950,United,org
252951,States,org
252953,Sweden,org
252955,Serbia-Montenegro,org
252963,Tuesday,tim
252965,Russian,gpe
252966,President,per
252967,Vladimir,per
252968,Putin,per
252982,Iraq,geo
252990,Jordan,gpe
252992,King,per
252993,Abdullah,per
252994,Thursday,tim
252997,Russian,gpe
253001,Iraqis,gpe
253025,Iraq,geo
253038,Iraqi,gpe
253054,Mr.,per
253055,Putin,per
253063,Iraq,geo
253069,end,tim
253070,of,tim
253086,Iraq,geo
253088,Mr.,per
253089,Putin,per
253091,King,per
253092,Abdullah,per
253097,Russian,gpe
253100,summer,tim
253103,Russia,geo
253105,Black,org
253106,Sea,org
253109,Sochi,geo
253115,Sudanese,gpe
253118,Wednesday,tim
253127,Chadian,gpe
253130,N'Djamena,geo
253154,this,tim
253155,morning,tim
253161,Khartoum,org
253162,for,org
253163,Sudan,org
253170,Chadian,gpe
253180,N'Djamena,geo
253199,Britain,geo
253220,Chad,geo
253222,Indonesian,gpe
253239,Malaysian,gpe
253241,Noordin,per
253242,Mohammad,per
253243,Top,per
253252,Subur,per
253253,Sugiarto,per
253258,Central,geo
253259,Java,geo
253261,Wednesday,tim
253267,Subur,per
253268,Sugiarto,per
253272,Top,per
253279,Top,per
253285,Jemaah,org
253286,Islamiah,org
253299,al-Qaida,org
253315,Indonesia,geo
253319,2002,tim
253320,Bali,geo
253328,Palestinian,gpe
253333,Israeli,gpe
253345,Gaza,geo
253346,Strip,geo
253351,Palestinian,gpe
253361,Palestinian,gpe
253374,Israeli,gpe
253394,Israeli,gpe
253397,Israel,gpe
253409,Palestinian,gpe
253416,Monday,tim
253418,Israel,geo
253421,Palestinian,gpe
253423,Islamic,per
253424,Jihad,per
253429,Monday,tim
253436,Israelis,gpe
253438,Netanya,geo
253444,Israeli,gpe
253447,Shaul,per
253448,Mofaz,per
253464,Israeli,gpe
253475,Palestinian,gpe
253477,Hamas,org
253489,Israeli,gpe
253493,Shin,org
253494,Bet,org
253498,Maher,per
253499,Uda,per
253501,Saturday,tim
253504,West,org
253505,Bank,org
253508,Ramallah,org
253510,Uda,per
253514,Israel,geo
253521,1990s,tim
253531,Hamas,org
253536,West,org
253537,Bank,org
253539,Israel,geo
253549,Israelis,gpe
253551,Hamas,org
253554,Palestinian,gpe
253559,Israel,geo
253561,Uda,org
253564,Palestinian,gpe
253574,Palestinian,gpe
253578,West,org
253579,Bank,org
253582,Hamas,org
253587,Gaza,geo
253588,Strip,geo
253591,Palestinian,gpe
253597,Gaza,geo
253599,2007,tim
253606,Palestinian,gpe
253607,President,per
253608,Mahmoud,per
253609,Abbas,per
253612,United,geo
253613,States,geo
253626,Ethiopia,geo
253629,Ogaden,geo
253633,State,org
253634,Department,org
253636,Friday,tim
253637,Washington,geo
253642,Ethiopian,gpe
253663,U.S.,geo
253678,United,org
253679,Nations,org
253680,World,org
253681,Food,org
253682,Program,org
253716,Ogaden,geo
253723,Ethiopia,geo
253725,Ogaden,geo
253731,Somali,gpe
253744,Somali,gpe
253752,Addis,geo
253753,Ababa,geo
253756,Yugoslav,gpe
253757,President,per
253758,Slobodan,per
253759,Milosevic,per
253762,The,org
253763,Hague,org
253767,British,gpe
253768,Prime,per
253770,Tony,per
253771,Blair,per
253774,U.S.,geo
253775,President,per
253776,Bill,per
253777,Clinton,per
253787,Mr.,per
253788,Milosevic,per
253823,Mr.,per
253824,Milosevic,per
253842,State,org
253843,Madeleine,per
253844,Albright,per
253846,German,gpe
253847,Chancellor,per
253848,Gerhard,per
253849,Schroeder,per
253851,German,gpe
253854,Rudolf,per
253855,Scharping,per
253857,Mr.,per
253858,Milosevic,per
253889,Mr.,per
253890,Milosevic,per
253905,1990s,tim
253907,Ethiopia,geo
253932,Friday,tim
253961,September,tim
253962,11,tim
253971,new,tim
253977,Ethiopia,geo
253983,September,tim
253984,12,tim
253985,-,tim
253986,seven,tim
253997,Ethiopia,geo
254024,new,tim
254031,this,tim
254032,time,tim
254034,Ethiopia,geo
254059,Somali,gpe
254067,U.N.,org
254070,Afghanistan,geo
254084,Afghan,gpe
254104,U.N.,org
254105,'s,org
254106,Food,org
254107,and,org
254108,Agriculture,org
254109,Organization,org
254111,Assadullah,org
254112,Azhari,org
254118,Italy,geo
254129,Kapisa,geo
254137,Kabul,org
254153,Kabul,org
254160,Logar,org
254161,and,org
254162,Nangarhar,org
254165,U.N.,org
254180,Laghman,per
254182,Parwan,per
254195,FAO,org
254200,Afghan,gpe
254222,Afghanistan,geo
254227,John,per
254228,McCain,per
254232,Defense,org
254233,Secretary,per
254234,Donald,per
254235,Rumsfeld,per
254241,Iraq,geo
254247,Monday,tim
254249,South,geo
254250,Carolina,geo
254252,McCain,per
254260,Iraq,geo
254263,Rumsfeld,per
254277,McCain,per
254280,United,geo
254281,States,geo
254294,McCain,per
254299,President,per
254300,Bush,per
254317,2008,tim
254320,Rumsfeld,per
254325,December,tim
254327,President,per
254328,Bush,per
254330,Rumsfeld,per
254345,United,geo
254346,States,geo
254353,Vice,per
254354,President,per
254355,Dick,per
254356,Cheney,per
254358,Rumsfeld,per
254369,Australian,gpe
254370,Prime,per
254371,Minister,per
254372,John,per
254373,Howard,per
254382,Iraq,geo
254389,West,geo
254395,Australian,gpe
254398,Mr.,per
254399,Howard,per
254406,Australia,geo
254414,United,geo
254415,States,geo
254428,Iraq,geo
254432,West,geo
254433,"""",geo
254442,Australia,geo
254448,Iraq,geo
254456,Mr.,per
254457,Howard,per
254461,Australian,gpe
254479,Australia,geo
254484,U.S.,org
254485,Mr.,per
254486,Howard,per
254492,U.S.,geo
254500,Iraq,geo
254503,Iraqis,gpe
254511,U.S.,org
254512,Secretary,per
254513,of,per
254514,State,per
254515,Colin,per
254516,Powell,per
254520,Hurricane,nat
254521,Katrina,nat
254528,ABC,org
254534,Friday,tim
254536,Mr.,per
254537,Powell,per
254572,U.S.,geo
254588,New,geo
254589,Orleans,geo
254598,Mr.,per
254599,Powell,per
254609,President,per
254610,Bush,per
254632,Mr.,per
254633,Powell,per
254641,New,geo
254642,Orleans,geo
254644,Katrina,nat
254659,British,gpe
254661,French,gpe
254686,Lancetand,geo
254687,Lancet,geo
254688,Neurology,geo
254695,24,tim
254713,Oxford,org
254715,Peter,per
254716,Rothwell,per
254722,British,gpe
254741,French,gpe
254814,Wednesday,tim
254817,U.S.,org
254841,35,tim
254856,New,geo
254857,York,geo
254865,U.S.,org
254866,Energy,org
254867,Department,org
254875,U.S.,geo
254890,Iraqi,gpe
254894,U.S.,geo
254901,Iraq,geo
254903,Monday,tim
254928,Bayji,geo
254950,U.S.,geo
254958,Iraqi,gpe
254978,Bayji,geo
254991,U.S.,geo
254999,Iraq,geo
255009,Baghdad,geo
255036,Lebanon,geo
255039,President,per
255040,Emile,per
255041,Lahoud,per
255050,Rafik,org
255051,Hariri,org
255052,Friday,tim
255065,Mr.,per
255066,Lahoud,per
255075,Mr.,per
255076,Lahoud,per
255078,Cabinet,org
255083,Hariri,org
255089,Wednesday,tim
255093,Beirut,geo
255103,Hariri,org
255106,Lebanese,gpe
255110,Syria,geo
255117,Lebanon,geo
255122,Monday,tim
255129,Mr.,per
255130,Hariri,geo
255132,Damascus,org
255143,Lebanese,gpe
255155,Beirut,geo
255157,Australia,geo
255164,French,org
255165,News,org
255166,Agency,org
255168,Lebanon,geo
255170,Justice,org
255196,Friday,tim
255226,U.S.,geo
255255,U.S.,geo
255258,Ben,per
255259,Bernanke,per
255275,U.S.,geo
255290,Organization,org
255291,of,org
255292,Petroleum,org
255293,Exporting,org
255294,Countries,org
255308,March,tim
255309,5,tim
255316,OPEC,org
255328,Haiti,geo
255330,interim,per
255331,Prime,per
255332,Minister,per
255333,Gerard,per
255334,Latortue,per
255346,South,geo
255347,Africa,geo
255352,Haitian,gpe
255353,President,per
255354,Jean-Bertrand,per
255355,Aristide,per
255360,Mr.,per
255361,Latortue,per
255369,Mr.,per
255370,Aristide,per
255372,South,geo
255373,African,geo
255374,President,per
255375,Thabo,per
255376,Mbeki,per
255378,Mr.,per
255379,Aristide,per
255386,South,geo
255387,Africa,geo
255395,February,tim
255406,Mr.,per
255407,Aristide,per
255420,Haiti,geo
255437,September,tim
255439,United,org
255440,Nations,org
255441,Secretary-General,org
255442,Kofi,per
255443,Annan,per
255463,International,org
255464,Human,org
255465,Rights,org
255466,Day,tim
255467,Saturday,tim
255469,Mr.,per
255470,Annan,per
255496,U.N.,org
255523,U.N.,org
255585,Rita,nat
255595,U.S.,org
255596,National,org
255597,Hurricane,org
255598,Center,org
255600,Rita,nat
255617,Bahamas,geo
255621,Florida,geo
255622,Keys,geo
255632,Bahamas,geo
255644,Keys,geo
255652,Florida,geo
255664,Keys,geo
255669,Cuba,geo
255672,Havana,geo
255676,Rita,nat
255680,Gulf,geo
255681,of,geo
255682,Mexico,geo
255684,Wednesday,tim
255692,Rita,nat
255698,U.S.,org
255700,Coast,org
255702,three,tim
255710,Palestinian,gpe
255714,Hamas,org
255717,Syria,geo
255721,Arabs,gpe
255725,Israel,geo
255729,Hamas,org
255732,Khaled,per
255733,Meshaal,per
255736,Tuesday,tim
255738,Lebanon,geo
255741,Hamas,org
255751,Arab,gpe
255757,Middle,geo
255758,East,geo
255762,Syrian,gpe
255768,Khaled,per
255769,Meshaal,per
255774,Hamas,org
255780,Israel,geo
255785,Hamas,org
255793,Hamas,org
255801,Israel,geo
255809,Palestinian,gpe
255816,Israel,geo
255824,Hamas,org
255831,southern,geo
255832,Israel,geo
255838,Iran,geo
255844,Tehran,org
255873,Hassan,per
255874,Rohani,per
255877,Tuesday,tim
255879,Tehran,org
255881,Iran,geo
255911,U.S.,org
255912,State,org
255913,Department,org
255915,Richard,per
255916,Boucher,per
255918,Monday,tim
255927,Iran,geo
255935,Iran,geo
255942,Monday,tim
255948,International,org
255949,Atomic,org
255950,Energy,org
255951,Agency,org
255955,Tehran,org
255958,U.N.,org
255959,Security,org
255960,Council,org
255968,Washington,geo
255971,Tehran,org
255975,Nuclear,org
255976,Non-Proliferation,org
255977,Treaty,org
255986,Iran,geo
255993,Russian,gpe
256001,Sunday,tim
256004,McDonald,org
256005,'s,org
256008,St.,geo
256009,Petersburg,geo
256048,Nevsky,geo
256049,Prospekt,geo
256051,St.,geo
256052,Petersburg,geo
256072,Moscow,org
256073,McDonald,org
256076,Muslim,org
256079,2002,tim
256088,U.S.,geo
256098,Iranian,gpe
256101,Iraq,geo
256108,Monday,tim
256110,U.S.,geo
256116,Iraqi,gpe
256134,Baghdad,geo
256151,Iranians,gpe
256160,Wired.com,tim
256171,U.S.,geo
256176,Washington,geo
256180,Iran,geo
256188,Iraq,geo
256192,U.S.,geo
256202,2003,tim
256205,Palestinian,gpe
256208,Hamas,org
256209,Thursday,tim
256235,Muslim,org
256238,Hamas,org
256261,Gaza,geo
256290,Hamas,org
256298,Islam,geo
256309,Barakat,geo
256310,al-Ghoul,geo
256314,Associated,org
256315,Press,org
256329,Al-Ghoul,per
256339,26,tim
256365,U.N.,geo
256369,Iran,geo
256382,United,geo
256383,States,geo
256394,Mohamed,per
256395,ElBaradei,per
256401,International,org
256402,Atomic,org
256403,Energy,org
256404,Agency,org
256408,Vienna,geo
256409,Wednesday,tim
256410,U.N.,geo
256418,Parchin,geo
256429,IAEA,org
256433,Iran,geo
256449,Tehran,geo
256452,United,geo
256453,States,geo
256458,Iranian,gpe
256473,Iran,geo
256491,Italy,org
256494,Italian,gpe
256498,Afghanistan,tim
256505,Italy,org
256506,'s,org
256507,Defense,org
256508,Ministry,org
256510,Gabriele,per
256511,Torsello,per
256514,Friday,tim
256521,Torsello,per
256526,between,tim
256527,October,tim
256528,12,tim
256529,and,tim
256530,14,tim
256532,Torsello,per
256542,Italy,org
256543,'s,org
256544,"18,00",org
256550,Afghanistan,tim
256584,U.S.,geo
256588,Washington,geo
256591,China,geo
256594,North,geo
256595,Korea,geo
256606,Wednesday,tim
256608,New,org
256609,York,org
256610,Times,org
256615,President,per
256616,Bush,org
256617,'s,org
256618,National,org
256619,Security,org
256620,Council,org
256624,Chinese,gpe
256625,President,per
256626,Hu,per
256627,Jintao,per
256629,Beijing,geo
256640,Pyongyang,geo
256645,Libya,geo
256656,Times,org
256662,China,geo
256670,North,geo
256671,Korea,geo
256677,China,geo
256680,President,per
256681,Bush,per
256691,North,geo
256692,Korean,gpe
256698,Iraq,geo
256707,2003,tim
256709,Iran,geo
256711,President,per
256712,Mahmoud,per
256713,Ahmadinejad,per
256721,Western,per
256729,Iranian,gpe
256732,Monday,tim
256747,Islamic,geo
256748,Republic,geo
256749,of,geo
256750,Iran,geo
256751,Broadcasting,org
256757,within,tim
256758,six,tim
256761,Mr.,per
256762,Ahmadinejad,per
256779,Mr.,per
256780,Ahmadinejad,per
256804,Iran,geo
256810,Islamic,geo
256815,Iran,geo
256817,1979,tim
256827,recent,tim
256830,Australia,geo
256838,Solomon,org
256839,Islands,org
256846,Snyder,per
256847,Rini,per
256866,Saturday,tim
256871,Honiara,geo
256876,Alexander,per
256877,Downer,per
256881,Mr.,per
256882,Rini,per
256898,Downer,per
256906,Mr.,per
256907,Rini,per
256911,Tuesday,tim
256913,Honiara,geo
256915,Mr.,per
256916,Rini,per
256934,Mr.,per
256935,Rini,per
256947,Honiara,geo
256953,Saturday,tim
256956,Australian,gpe
256962,Friday,tim
256964,Australia,geo
256974,Solomon,org
256975,Islands,org
256977,Afghan,gpe
256980,NATO,org
256982,Afghan,gpe
256994,Afghan,gpe
257007,Kabul,geo
257010,Afghan,gpe
257011,Defense,org
257012,Ministry,org
257044,Sunday,tim
257060,Boeing,org
257082,Afghanistan,geo
257100,Mexican,gpe
257145,Sunday,tim
257150,Tijuana,geo
257154,U.S.,geo
257177,Mexican,gpe
257195,President,per
257196,Felipe,per
257197,Calderon,per
257201,2006,tim
257217,Mexican,gpe
257226,Tijuana,geo
257230,Mexican,gpe
257234,recent,tim
257238,United,org
257239,Nations,org
257246,Somalia,geo
257263,John,per
257264,Holmes,per
257270,Somali,gpe
257273,Mogadishu,geo
257274,Saturday,tim
257279,U.N.,geo
257284,Horn,geo
257285,of,geo
257286,Africa,geo
257292,decade,tim
257295,Saturday,tim
257310,U.N.,geo
257313,southern,geo
257314,Mogadishu,geo
257319,Holmes,per
257334,Islamists,org
257336,Mogadishu,geo
257341,Somalis,gpe
257376,United,org
257377,Nations,org
257378,Secretary-General,per
257379,Kofi,per
257380,Annan,per
257384,NATO,org
257387,European,org
257388,Union,org
257397,Sudan,geo
257399,Darfur,geo
257405,Munich,org
257406,Security,org
257407,Conference,org
257409,Mr.,per
257410,Annan,per
257412,NATO,org
257415,EU,org
257429,western,geo
257430,Sudan,geo
257451,Mr.,per
257452,Annan,per
257455,African,geo
257456,Union,geo
257479,U.N.,org
257485,Darfur,geo
257500,Sudanese,gpe
257514,two,tim
257535,Iranian,gpe
257538,Shirin,per
257539,Ebadi,per
257549,Iran,geo
257552,Revolutionary,org
257553,Court,org
257555,Human,org
257556,Rights,org
257557,Watch,org
257568,Iran,geo
257586,Islamic,geo
257587,Republic,geo
257590,Tehran,tim
257591,Sunday,tim
257594,Foreign,org
257595,Ministry,org
257612,Ms.,per
257613,Ebadi,per
257618,Reuters,org
257629,Revolutionary,org
257630,Court,org
257644,Saturday,tim
257646,Ms.,per
257647,Ebadi,per
257677,U.S.,geo
257685,Army,org
257692,Pentagon,org
257705,Base,org
257706,Closure,org
257707,and,org
257708,Realignment,org
257709,Commission,org
257710,Wednesday,tim
257717,Georgia,geo
257719,New,geo
257720,Jersey,geo
257722,Virginia,geo
257730,Fort,geo
257731,McPherson,geo
257733,Georgia,geo
257742,May,tim
257745,Pentagon,org
257753,Maine,geo
257755,Hawaii,geo
257758,Secretary,per
257759,Donald,per
257760,Rumsfeld,per
257769,over,tim
257770,20,tim
257781,President,per
257782,Bush,per
257800,Congress,org
257807,northwest,geo
257808,Pakistan,geo
257824,Sunday,tim
257829,North,geo
257830,Waziristan,geo
257879,Saturday,tim
257884,northwest,geo
257885,Pakistan,geo
257907,Said,per
257908,Zaman,per
257921,northwest,geo
257922,Pakistan,geo
257924,Lower,geo
257925,Dir,geo
257945,Afghanistan,geo
257969,Tuesday,tim
257978,eastern,geo
257979,Kabul,geo
257996,Afghanistan,geo
258004,Monday,tim
258011,Pech,geo
258014,Kunar,geo
258034,Paktika,geo
258036,Monday,tim
258054,Pakistan,geo
258064,Younus,org
258065,Khalis,org
258073,Afghanistan,geo
258079,since,tim
258080,2003,tim
258092,Afghanistan,geo
258094,Italy,geo
258114,Giuseppe,per
258115,Pisanu,per
258126,Cagliari,geo
258128,Sardinia,geo
258135,Milan,geo
258141,Bologna,geo
258158,Italy,geo
258177,Pisanu,per
258185,San,art
258186,Petronio,art
258189,Bologna,geo
258196,Muslim,geo
258204,Prophet,org
258205,Muhammad,org
258207,Pisanu,per
258212,Italians,gpe
258219,Sunday,tim
258221,Monday,tim
258223,Russian,gpe
258224,President,per
258225,Vladimir,per
258226,Putin,per
258246,Mr.,per
258247,Putin,per
258262,within,tim
258263,five,tim
258274,Russian,gpe
258287,Russian,gpe
258304,Kremlin,org
258312,President,per
258313,Putin,per
258315,Monday,tim
258349,Russia,geo
258359,Netherlands,geo
258371,Dutch,gpe
258385,Iraqi,gpe
258387,Saddam,per
258388,Hussein,per
258390,Frans,per
258391,van,per
258392,Anraat,per
258394,Friday,tim
258397,Rotterdam,geo
258411,Iraq,geo
258418,four-year,tim
258419,period,tim
258420,beginning,tim
258421,in,tim
258422,1984,tim
258426,Saddam,per
258432,1988,tim
258439,Halabja,geo
258451,Friday,tim
258460,Mr.,per
258461,van,per
258462,Anraat,per
258466,Iraq,geo
258471,Halabja,geo
258481,Mr.,per
258482,van,per
258483,Anraat,per
258486,Iraq,geo
258488,1989,tim
258494,Netherlands,geo
258500,Iraq,geo
258502,2003,tim
258509,June,tim
258515,November,tim
258519,Cambodian,gpe
258545,World,org
258546,Health,org
258547,Organization,org
258548,and,org
258549,Cambodian,gpe
258550,Health,org
258551,Ministry,org
258569,Indonesia,geo
258599,Indonesia,geo
258609,WHO,org
258629,Indonesia,geo
258643,WHO,org
258659,2003,tim
258682,Baghdad,geo
258766,U.S.,geo
258771,September,tim
258772,first,tim
258775,United,geo
258776,States,geo
258796,Iraqi,gpe
258800,Iraqi,gpe
258813,Sunni,per
258814,Arab,per
258817,U.S.,geo
258821,Baghdad,geo
258824,Thursday,tim
258832,Adnan,per
258833,al-Dulaimi,per
258857,U.S.,geo
258861,Baghdad,geo
258863,VOA,org
258869,U.S.,geo
258872,Mr.,per
258873,al-Dulaimi,per
258877,Mr.,per
258878,al-Dulaimi,per
258883,Iraq,geo
258892,Iraq,geo
258895,Sunni,per
258896,Arabs,gpe
258902,Sunni,per
258903,Arabs,gpe
258925,Sunni,per
258926,Arabs,gpe
258931,Iraq,geo
258935,Shi'ite,geo
258937,Kurdish,geo
258939,Sunni,per
258940,Arab,per
258943,Venezuelan,gpe
258945,Chinese,gpe
258959,Caracas,tim
258960,Saturday,tim
258962,Chinese,gpe
258963,Vice,per
258964,President,per
258965,Zeng,per
258966,Qinghong,per
258968,Venezuelan,gpe
258969,President,per
258970,Hugo,per
258971,Chavez,per
258997,Mr.,per
258998,Chavez,per
259000,China,geo
259007,Chinese,gpe
259008,President,per
259009,Hu,per
259010,Jintao,per
259021,Venezuela,geo
259030,China,geo
259049,Venezuela,geo
259055,Mr.,per
259056,Zeng,per
259061,Latin,geo
259062,America,geo
259065,Caribbean,geo
259071,Venezuela,geo
259072,Sunday,tim
259076,Trinidad,geo
259078,Tobago,geo
259080,Jamaica,geo
259083,U.S.,geo
259086,Iraq,geo
259103,U.S.,geo
259109,Baghdad,geo
259128,Balad,geo
259132,Associated,org
259133,Press,org
259148,Tikrit,geo
259150,U.S.,geo
259165,al-Qaida,org
259181,Baghdad,geo
259195,Karbala,geo
259206,Monday,tim
259212,Baquba,geo
259245,United,org
259246,Nations,org
259252,Wednesday,tim
259258,Pakistani,gpe
259259,Prime,per
259260,Minister,per
259261,Benazir,per
259262,Bhutto,per
259265,Pakistani,gpe
259271,Taliban,org
259277,Ms.,per
259278,Bhutto,per
259282,December,tim
259283,2007,tim
259292,Ms.,per
259293,Bhutto,per
259306,U.N.,org
259307,Secretary-General,per
259308,Ban,per
259309,Ki-Moon,per
259320,Ms.,per
259321,Bhutto,per
259325,Pakistani,gpe
259326,President,per
259327,Asif,per
259328,Ali,per
259329,Zardari,per
259332,Islamabad,geo
259334,February,tim
259336,Ms.,per
259337,Bhutto,per
259351,Pakistani,gpe
259376,Turin,org
259377,Olympics,org
259393,2002,tim
259396,Evi,per
259397,Sachenbacher,per
259399,Germany,geo
259421,EPO,org
259424,Americans,gpe
259426,Kikkan,per
259427,Randall,per
259429,Leif,per
259430,Zimmermann,per
259431,-,per
259438,International,org
259439,Ski,org
259440,Federation,org
259457,U.S.,org
259458,Ski,org
259459,Federation,org
259466,Wednesday,tim
259481,five-day,tim
259492,Sunday,tim
259496,U.S.,geo
259500,Baghdad,geo
259505,Iraq,geo
259523,New,org
259524,York,org
259525,Times,org
259544,U.S.,org
259545,Central,org
259546,Intelligence,org
259547,Agency,org
259549,CIA,org
259565,Iraqi,gpe
259585,year-long,tim
259589,CIA,org
259594,Baghdad,geo
259597,Bush,per
259610,Iraqi,gpe
259613,Monday,tim
259616,Defense,org
259617,Department,org
259623,Fallujah,geo
259634,Iraqi,gpe
259641,Americans,gpe
259642,Robert,per
259643,H.,per
259644,Grubbs,per
259646,Richard,per
259647,R.,per
259648,Schrock,per
259650,France,geo
259652,Yves,geo
259653,Chauvin,geo
259659,Nobel,org
259660,Prize,org
259662,Chemistry,geo
259668,Wednesday,tim
259673,Royal,org
259674,Swedish,gpe
259675,Academy,org
259676,of,org
259677,Sciences,org
259679,Stockholm,geo
259702,Mr.,per
259703,Chauvin,per
259707,1971,tim
259725,Mr.,per
259726,Schrock,per
259728,Mr.,per
259729,Grubbs,per
259763,December,tim
259764,10,tim
259766,Pakistan,geo
259774,Friday,tim
259781,Pakistani,gpe
259785,Iran,geo
259789,Pakistan,geo
259791,Information,org
259796,first,tim
259797,time,tim
259798,Thursday,tim
259800,Abdul,per
259801,Qadeer,per
259802,Khan,per
259806,Iran,geo
259841,Mr.,per
259842,Khan,per
259849,Pakistan,geo
259869,Iran,geo
259871,North,geo
259872,Korea,geo
259874,Libya,geo
259878,African,gpe
259883,ECOWAS,org
259891,Wednesday,tim
259893,Niger,gpe
259899,Togo,geo
259904,Togolese,geo
259907,Tuesday,tim
259912,Faure,org
259913,Gnassingbe,org
259931,Saturday,tim
259938,Togo,geo
259945,Sunday,tim
259948,Mr.,per
259949,Gnassingbe,geo
259957,Gnassingbe,org
259958,Eyadema,org
259963,2008,tim
259983,two,tim
259987,African,org
259988,Union,org
259989,'s,org
259990,Peace,org
259991,and,org
259992,Security,org
259993,Council,org
259994,Tuesday,tim
259996,Mr.,per
259997,Gnassingbe,geo
260010,Togolese,geo
260015,United,geo
260016,States,geo
260018,Britain,geo
260020,France,geo
260027,English,gpe
260030,David,per
260031,Beckham,per
260039,Premier,geo
260040,League,geo
260042,Tottenham,geo
260043,Hotspur,geo
260057,Beckham,per
260066,London,geo
260068,Monday,tim
260070,Tottenham,geo
260078,Major,org
260079,League,org
260080,Soccer,org
260081,'s,org
260082,Los,org
260083,Angeles,org
260084,Galaxy,org
260087,Beckham,per
260090,two-month,tim
260100,MLS,org
260104,Beckham,per
260108,Los,org
260109,Angeles,org
260112,February,tim
260113,10,tim
260118,2011,tim
260119,season,tim
260122,Galaxy,org
260128,Beckham,per
260135,Europe,geo
260140,Achilles,per
260145,Italy,org
260146,'s,org
260147,AC,org
260148,Milan,org
260150,March,tim
260156,MLS,org
260157,season,tim
260163,Harry,per
260164,Redknapp,per
260189,Burmese,gpe
260191,U,org
260192,Win,org
260193,Tin,org
260200,76th,tim
260201,birthday,tim
260202,in,tim
260203,prison,tim
260215,Friday,tim
260220,Burma,org
260221,Media,org
260222,Association,org
260224,U,org
260225,Win,org
260226,Tin,org
260273,International,org
260274,Committee,org
260277,Red,geo
260278,Cross,geo
260280,U,org
260281,Win,org
260282,Tin,org
260286,1989,tim
260301,76,tim
260302,March,tim
260303,12,tim
260305,Pakistani,gpe
260310,northwest,geo
260311,Pakistan,geo
260320,NATO,org
260323,Afghanistan,geo
260344,Wednesday,tim
260351,Khyber,geo
260356,Afghan,gpe
260387,Taliban,org
260391,NATO,org
260397,Pakistan,geo
260399,NATO,org
260407,Afghanistan,geo
260411,Pakistan,geo
260426,U.S.,geo
260439,Iraq,geo
260451,General,per
260453,Iraq,geo
260454,Reconstruction,geo
260455,Stuart,per
260456,Bowen,per
260467,Mr.,per
260468,Bowen,per
260473,Thursday,tim
260485,Iraq,geo
260493,during,tim
260494,2003,tim
260495,and,tim
260496,2004,tim
260528,U.S.,geo
260533,Iraqi,gpe
260540,U.S.,geo
260561,Ukrainian,gpe
260575,Kiev,geo
260593,Viktor,per
260594,Yushchenko,per
260611,December,tim
260612,26,tim
260619,President,per
260620,Bush,per
260621,Thursday,tim
260624,Aleksander,per
260625,Kwasniewski,per
260627,Poland,gpe
260629,Valdas,per
260630,Adamkus,per
260632,Lithuania,gpe
260644,Thursday,tim
260646,Russia,geo
260648,NATO,org
260659,Ukraine,geo
260661,Prime,per
260662,Minister,per
260663,Viktor,per
260664,Yanukovych,per
260672,November,tim
260694,Alpha,per
260698,Sunday,tim
260701,Dominican,geo
260702,Republic,geo
260705,U.S.,org
260718,Barahona,geo
260734,Alpha,per
260751,Dominican,geo
260752,Republic,geo
260755,Haiti,geo
260757,Alpha,per
260760,22nd,tim
260765,Atlantic,geo
260775,1933,tim
260780,through,tim
260792,Greek,gpe
260803,Dominican,geo
260804,Republic,geo
260806,Haiti,geo
260809,Turks,gpe
260810,and,org
260811,Caicos,org
260812,Islands,org
260817,Bahamas,geo
260826,Europe,geo
260894,five,tim
260914,United,geo
260915,Kingdom,geo
260917,Paul,per
260918,Burge,per
260921,VOA,org
260923,London,geo
260926,Israeli,gpe
260935,Egypt,org
260942,Egyptian,gpe
260949,Monday,tim
260951,Israeli,gpe
260959,Eilat,org
260988,Israeli,gpe
261008,Egyptian,gpe
261023,Israeli,gpe
261025,Egyptian,gpe
261043,1979,tim
261046,British,gpe
261062,Iraq,geo
261066,British,gpe
261070,Guardian,org
261077,Foreign,org
261078,and,org
261079,Commonwealth,org
261080,Office,org
261086,ArmorGroup,org
261094,British,gpe
261102,Guardian,org
261107,British,gpe
261111,2004,tim
261112,and,tim
261113,2005,tim
261119,southern,geo
261120,Iraq,geo
261132,Iraqi,gpe
261139,ArmorGroup,org
261148,Magna,org
261149,International,org
261150,Inc.,org
261156,James,per
261157,McAlpine,per
261164,Frank,per
261165,Stronach,per
261182,Mr.,per
261183,Stronach,per
261209,Magna,org
261212,Stephen,per
261213,Akerfeldt,per
261222,Mr.,per
261223,McAlpine,per
261230,Magna,geo
261259,past,tim
261260,three,tim
261268,Magna,geo
261280,Class,org
261281,A,org
261292,Canadian,gpe
261302,Toronto,org
261303,Stock,org
261304,Exchange,org
261305,yesterday,tim
261307,Magna,geo
261311,37.5,org
261312,Canadian,gpe
261319,Mr.,per
261320,Stronach,per
261327,Magna,geo
261344,Canada,geo
261346,Parliament,geo
261350,Mr.,per
261351,Stronach,per
261377,Mr.,per
261378,Stronach,per
261387,Manfred,per
261388,Gingl,per
261398,Mr.,per
261399,McAlpine,per
261406,Magna,geo
261408,Mr.,per
261409,McAlpine,per
261418,Magna,geo
261432,Saint,per
261433,Vincent,per
261435,1719,tim
